🉁,三
鐂,鎦劉
鐄,𨱑簧鍠
鐅,䥕
鐆,䥙鐩
鐈,𫓱
鐉,鑽𨩸
鐊,𬭏鍚
鐋,铴𨫖𨧩
鐍,𫔎穴𧥎觼
鐎,𨱓焦
鐏,𨱔晉銌
鐑,鍥䥛
鐒,铹𨦭
鐕,𨯩簪鬵撍鐟鐕
鐕,鐕
鐗,䥜鐧𨎫
鐛,䭘
鐜,鐓驐
鐝,镢𨬐
鐞,鎒
鐟,𨯩鐕
鐠,镨
鐤,鼎
鐥,䦅
鐦,锎
鐧,锏鐗𨰓
鐨,镄
鐩,𬭼燧䥙鐆
鐪,𫓺鏀
鐬,鉞
鐭,𨩬𨪎䥝
鐮,镰䥥鎌劆
鐯,䦃櫡𥗁斫
鐰,鍬
鐱,劍
鐲,镯鉵
鐳,镭
鐴,𬭽鐾
鐷,鍱
鐹,鍋划
鐻,鋸虡𨬀
鐼,𫔁錛
鐾,鐴
鐿,镱
鑃,銚
鑅,𨪪鍠
鑇,𬭉劑
鑈,柅鉩銸𨯖鑷𨯡檷
鑉,𫠁鉀
鑊,镬濩𨯟
鑋,𬬆𨆪𨮫
鑌,镔𨮘
鑎,鐀匱
鑏,𬬾𨭋
鑐,鍒𨬗
鑔,镲𨩨
鑕,锧質
鑗,鋫錅𨬏鏫
鑘,𥤐𨯔櫑罍
鑙,𨮺𨪴
鑜,鋿餉饟
鑝,纄
鑡,𬭔𨮷
鑣,镳𨯄鏢𧥍𩍶䮽𨮄
鑤,刨
鑥,镥鏴
鑨,礱
鑩,鍔
鑬,鑑
鑭,镧钄
鑮,𬮁鎛䥬
鑯,鋟𨯒
鑱,镵攙毚䤫
鑲,镶
鑳,鍵
鑴,𫔔觿䥴
鑸,镙
鑹,镩𥎤𨭿𨭾
鑺,戵
鑻,襻
钀,轙𨭹
钂,镋鎲
钃,斸
钄,鋃鑭
钅,釒金
钆,釓
钇,釔
针,針鍼冗
钉,釘
钊,釗
钋,釙
钌,釕
钍,釷
钎,釺
钏,釧
钐,釤
钑,鈒
钒,釩
钓,釣
钔,鍆
钕,釹
钖,鍚
钗,釵
钘,鈃
钙,鈣
钚,鈈
钛,鈦
钜,鉅
钝,鈍𫒇
钞,鈔
钟,鈡鍾鐘
钠,鈉
钡,鋇
钢,鋼
钣,鈑
钤,鈐
钥,鈅鑰
钦,欽
钧,鈞
钨,鎢
钩,鈎鉤
钪,鈧
钫,鈁
钬,鈥
钭,鈄
钮,鈕
钯,鈀
钰,鈺
钱,錢
钲,鉦
钳,鉗
钴,鈷
钵,盋缽鉢
钶,鈳
钷,鉕
钸,鈽
钹,鈸
钺,鉞
钻,鉆鑚鑽
钼,鉬
钽,鉭
钾,鉀
钿,鈿
铀,鈾
铁,鐵
铂,鉑
铃,鈴
铄,鑠
铅,鈆鉛
铆,鉚
铇,鉋
铈,鈰
铉,鉉
铊,鉈
铋,鉍
铌,鈮
铍,鈹
铎,鐸
铏,鉶
铐,銬
铑,銠
铒,鉺
铓,鋩
铔,錏
铕,銪
铖,鋮
铗,鋏
铘,鋣
铙,鐃
铚,銍
铛,鐺
铜,銅
铝,鋁
铞,銱
铟,銦
铠,鎧
铡,鍘
铢,銖
铣,銑
铤,鋌
铥,銩
铦,銛
铧,鏵
铨,銓
铩,鎩𨦅
铪,鉿
铫,銚
铬,鉻铭
铭,銘铬
铮,錚
铯,銫
铰,鉸
铱,銥
铲,剷鏟
铳,銃
铴,鐋
铵,銨
银,銀
铷,銣
铸,鑄
铹,鐒
铺,舖鋪
铻,鋙
铼,錸
铽,鋱
链,鏈
铿,鏗
销,銷
锁,鎖鎻
锂,鋰
锃,鋥
锄,耡鉏鋤
锅,鍋
锆,鋯
锇,鋨
锈,銹鏽
锉,剉銼
锊,鋝
锋,鋒
锌,鋅
锍,鋶
锎,鐦
锏,鐧
锐,鋭
锑,銻
锒,鋃
锓,鋟
锔,鋦
锕,錒
锖,錆
锗,鍺
锘,鍩
错,錯
锚,錨
锛,錛
锜,錡
锝,鍀
锞,錁
锟,錕
锠,錩
锡,錫
锢,錮
锣,鑼
锤,錘鎚
锥,錐
锦,錦擒
锧,鑕
锨,鍁
锩,錈
锪,鍃
锫,錇
锬,錟
锭,錠
键,鍵
锯,鋸
锰,錳
锱,錙
锲,鍥
锳,鍈
锴,鍇
锵,鏘
锶,鍶
锷,鍔
锸,鍤
锹,鍫鍬
锺,鍾
锻,鍛
锼,鎪
锽,鍠
锾,鍰
锿,鎄
镀,鍍
镁,鎂鋂
镂,鏤
镃,鎡
镄,鐨
镅,鎇
镆,鏌
镇,鎮䤭
镈,鎛
镉,鎘
镊,鑷
镋,钂
镌,鎸
镍,鎳
镎,鎿
镏,鎦
镐,鎬
镑,鎊
镒,鎰
镓,鎵
镔,鑌
镕,鎔
镖,鏢
镗,鏜
镘,鏝
镙,鏍鋓鑸
镚,鏰
镛,鏞
镜,鏡
镝,鏑
镞,鏃
镟,鏇
镠,鏐
镡,鐔
镢,鐝
镣,鐐
镤,鏷
镥,鑥
镦,鐓
镧,鑭
镨,鐠
镩,鑹
镪,鏹鏹
镫,鐙
镬,鑊
镭,鐳
镮,鐶
镯,鐲
镰,䥥鎌鐮
镱,鐿
镲,鑔
镳,鑣
镴,鑞
镵,鑱
镶,鑲
镸,長兏
镹,久
镺,𨱧𨱩
镻,𨱷
镼,䘿𩭪
镾,𨱯彌𨲼
长,長垟
閄,𬮘
閅,門
閆,闫閻
閈,闬閉
閌,闶䦎
閍,𨸂祊
閎,闳宏泓
閐,𨸃潤
閒,闲𫔮間𬮈閑諫簡嫺𨳡𨳢𨳿
閕,閜
閗,𫔯鬭鬥
閛,𨳵䦕䦕
閜,𬮠閕𨵌𨵅
閝,𫠂𨷰
閞,𫔰㭓關
閟,秘
閡,阂咳陔𨴢𨵏
閦,𬮥𨳖𨴟𨴠𨴖𨴨𨴧𨴳
閩,闽蟁𨷷
閫,阃壼𠢷𣏔梱閸𩨫
閬,阆𨶈𨶗
閮,廷庭
閯,𬮪
閱,閲𧢅
閳,闡
閴,闃
閵,𫔴蹸躪𨶄
閶,阊鼞𨵷闛𨷇
閷,殺殺閷
閷,殺閷
閸,壼閫
閺,闅𨳶
閽,阍昏熏𨵽
閿,阌𨳶闅
闀,閧鬨𩰓
闁,襃褒
闂,巷閧鬨
闄,𬮲
闅,閿閺
闆,板𬮳
闈,闱𨵾
闉,𬮱堙𨶾𨶴
闋,阕缺𨴊𨶫𨶋
闐,阗顚窴𨳸
闑,𫔶𫔹槷臬𨶠
闒,阘鞈䶀塌榻𨵝
闓,闿愷
闗,關
闙,啓啟
闚,窥𬮭窺𨶳
闛,閶
闝,嫖
闞,阚瞰𨶞鬫
闟,鈒蹋榻𩰙
闠,阓鞼𨷪
闣,鼞
闤,阛𨷤
门,門苠𫩖
闩,閂
闪,閃
闫,閆
闬,閈
闭,閉𤝸
问,問
闯,闖
闰,閏
闱,闈
闲,閑閒
闳,閎
间,間
闵,閔𣙕
闶,閌
闷,悶瞀
闸,牐閘
闹,閙鬧
闺,閨
闻,聞
闼,闥𡐿
闽,閩
闾,閭
闿,闓
阀,閥
阁,閣閤
阂,閡
阃,閫
阄,鬮
阅,閲
阆,閬
阇,闍
阈,閾
阉,閹
阊,閶
阋,䦧鬩
阌,閿𪷈
阍,閽
阎,閻
阏,閼
阐,闡
阑,闌
阒,闃
阓,闠
阔,濶闊
阕,闋
阖,闔
阗,闐
阘,闒
阙,闕
阚,闞
阛,闤
阝,阜邑
阞,仂
队,隊
阢,𨸔杌
阣,𨸛屹
阤,陁陀
阥,陰侌隂
阦,陽阳
阧,陡
阩,升陞
阫,坏
阬,坑抗
阭,𨸮𨺥
阰,𨻀
阱,穽𠁲㘫汬汫𨸥坓𥤴
阳,陽阦
阴,陰隂
阵,陣
阶,堦階
阷,𨺟
阸,厄㘲泦阨𨸷𨹖隘
阹,胠
阺,𨸧𨸞𨸝
阼,胙籍䟭
阽,痁墊
阾,嶺坽
陁,阤𡶊陀坨
际,際
陆,陸
陇,隴㟖
陈,陳
陉,陘
陊,移墮隓
陑,陾𨻢𨼏隭
陒,垝
陓,𨺈𨺕
陔,垓閡
陕,陝陜
陖,峻𨻅埈
陗,峭
陘,陉𨹢𫔽𡷨硎硜𨺄𨺾
陠,庯
陡,斗阧𨺗𨹜𨻉
陧,隉
陨,隕
险,險
陫,厞𨻃
陭,崎
陮,𨻵
陯,淪埨𤲕
陱,鞠
陴,裨𩫫埤𩫪𩫮𡦟
陹,昇
陻,堙䧣垔
陼,堵𨼑
陾,陑
陿,狭𬯅狹峽𨺞陜
隁,堰
隂,阴陰侌阥
隃,踰遥
隄,堤埞碮䧑
隇,𨻒
隉,業倪陧𨻄棿
隌,暗晻
隐,隱
隑,𬮿碕𡎼𨻭𨻯
隓,陊隳堕𨼰墮𡐦
隖,坞𬮻塢𨻑
隚,堂
隝,島陦隯
隞,敖
隟,隙
隤,𬯎僓墤𨓾𨘿𨽟𨽠頽䫋𡓤𡓤㢈
隥,磴嶝
隩,奥燠
隫,墳濆
隬,𫕋
隭,陑
隮,𬯀𫕅𨹶𨻕𨽘躋𨹷
隯,陦島隝㠀
隳,隋惰𡐦墮𢡣隓𢀡
隵,巇虧𡓰㚀
隺,寉鶴
隽,雋
难,難
隿,弋𨾍𩾢𨾓
雂,鳹𨾠
雃,鳽雃
雃,雃
雈,萑
雊,呴㗕鴝
雏,雛
雒,洛烙𩁗
雔,㘜
雗,𨿨
雘,艧
雚,萑鸛𧃦芄
雝,雍邕𪄉
雞,鸡鷄鶏𨿸䳶鳮
雟,巂嶲𡻎𪈥嶲
雠,讎
雤,鷽
雥,雜
雦,集
雧,集
雩,𩁹𦏻𦏴
雬,𩂆瞙
雭,霫霎
雱,滂旁䨦𩅅霶霧
雳,靂
雺,霧霿霚
雼,宕
雽,虖
雾,霧
霁,霽
霃,𩂷𩂸
霅,𤁳霎
霉,黴
霐,䨎
霒,𩃬陰𠆭𩂇𩃛䨧霠
霔,澍
霕,𩃌𩂄
霗,零
霚,霧雺
霛,靈霊灵
霝,靈令零
霠,𩃬霒
霡,霢
霢,霡䨫
霣,𫕥隕殞䆬𩆹𩇂霣䨶𩆆
霣,霣
霦,虨
霩,廓𩇊𩇑㸌
霫,雭
霭,靄
霮,䨢𩅷𩅾
霱,矞
霳,隆
霴,靆𩅲
霵,𩆭𩇋
霶,雱滂䨦
霷,陽
霺,溦
霻,靊
霼,𪵣
霿,霧雺𠊮𢝽愗𠍢𢝠𩆭
靀,𩆬濛
靁,雷𤴐䨓𩂩𩄣𩇓
靃,藿霍
靅,𠄴𩃸
靇,𩄱隆龗龍
靊,霻
靋,𩄞𩅩
靌,𩇉寶
靍,鸖靎靏
靎,鶴靏鸖靍
靏,鶴靎鸖靍
靑,青𡗡寈𡴏𡴐𡴑𡷉𤯞
靓,靚
靔,靝
靗,竀
靘,靚𫇯
靚,靓静靖請𩇕靘
靛,淀澱
靝,靔天
靟,䩁
靣,面
靥,靨
靧,𫖃𩉓𩉖頮沬
靪,䩚
靬,釬𩎒
靰,𩉜
靲,𩎖
靵,紐
靷,紖引𩍟𩍭𩍫𩍱𩎋
靸,鞈𩎕
靻,靼
靽,絆
靾,𨋯𩊈𩊒𩋛
靿,𢂅𩉷
鞀,鼗鞉㲈𡣐𩊲𩌿𪔛
鞂,稭秸
鞃,䡌䡏䩑𩉦𨌆
鞇,茵𩎪
鞈,䶀闒靸䩡𪔮
鞉,鼗鞀𡣐𩊲𩌿
鞌,鞍
鞎,𨋨𩊷𩎤
鞑,韃
鞒,鞽
鞓,綎䩠
鞔,懑𩋭
鞕,鯁哽硬鞭𩋸
鞖,䪎
鞗,䩦
鞙,琄𩉥䩙䩰
鞛,琫䩬
鞞,鼙郫琕𩌛鞸𩏂韠
鞟,𩋻䩹𩌞鞹𩌼𩎏
鞢,𩋑
鞤,幫𥀂𩋮䩷
鞧,䋺𦂏鞦緧
鞩,鞘
鞪,楘
鞬,𩎀𩎅
鞮,𩉱䩚䩘
鞯,韉
鞰,韞
鞱,韜轁𩏋
鞲,韝
鞵,鞋
鞶,般樊繁𣎤䩔
鞷,膈
鞸,䩛鞞韠
鞹,鞟𩌒𩎏
鞺,鼞
鞼,撌闠𩌃𩍨𩍾𩏐𩏡𩏱
鞽,鞒屩橋𩌚𩌡橇
鞾,靴𫖇𡲲𩍇𩎁
鞿,𩉜
韀,韉𩋋
韁,缰繮𦆊
韂,䪜
韄,䪝
韅,䩙𩌹𩌺𩎌𩎍𩏰
韇,皾
韉,鞯帴𦆉𦇩𩋋韀𩌮𩎇
韊,䪍籣
韌,韧靱靭仞牣肕忍
韍,韨紼芾紱巿帗𩎛𩎡𩎓
韎,韤𣝖
韏,𣜨𩎸
韐,𢂷𢄍𩎱
韒,鞘
韔,鬯䩨
韗,煇𩋢䩵𩍹𩎨𩏅𩏆
韘,渫㢵𢏼弽𢏲𢐇𩏁䪓
韙,韪違諱愇䪘
韚,𫠅
韛,𫖔排箙㰆𣠻𣡖𩋂鞴𩎻𩏃𩏄𩏕𩏦
韝,𫖕褠鞲𩏎𩎬
韞,韫鞰
韟,𩏤
韠,𫖒畢𥀕縪鞞鞸𩏂
韡,靴𦾛𩏧𩏬
韢,𬰶𩎰𩏚𩏲
韣,襡䪅韥
韤,袜襪帓靺韈韎𩎟𤿗𥀯
韥,韣
韦,韋
韧,靭靱韌
韨,韍
韩,韓
韪,韙
韫,韞
韬,韜
韯,韱
韰,薤㒠𩐂
韱,纖𧃖韯
韸,𩐛韼
韹,喤鍠
韼,韸
韽,𠽨𩐧𪛏
頀,濩
頄,𬱓𡯺鼽頯𩑖
頇,顸
頉,頤
頊,顼𩑙
頋,顧𩒒頋
頋,顧
頋,頋
頍,𫠆缺𩑱
頎,颀幾
頔,𬱖
頕,𬱗顛
頖,𬱙泮
頙,𩑠頤
頛,𬱜𩑚𩓕
頜,颌𠹄𦛜頷顉領
頞,𩕬齃額
頟,额額
頠,𬱟
頢,𬱠䪸𩒲𩈙
頣,頤𩑪
頥,頤
頦,颏𦝣𩒁
頧,追
頩,艵頩
頩,頩
頪,𩑩類
頫,俯𫖯𨾾𩒙俛䫍
頮,颒沬𩒌𩔁靧
頯,頄𩒶𩓰
頰,颊慝脥𩔯𩠗𩠣頬
頲,颋𩑙𩒞
頳,赬
頵,𫖳
頹,穨頺頽䫋
頺,頽頹
頾,髭𩑽
頿,髭
顀,椎𩪀
顁,𬱫定頂
顂,𩓋賴
顃,𩖖
顄,𦜆𩔞𩔓
顅,𫖶牼鬜
顇,悴萃
顈,𦅐
顉,頷欽頜顩
顊,𬱪頤
顐,𬱢諢
顑,䫲
顒,颙𩤛𪃍𩔔
顓,颛專
顖,囟𠚁䪿
顗,𫖮
顙,颡䫙
顚,蹎瘨癲闐巔瑱顛転㒹𡬅𨈃
顜,講
顟,𩕐
顠,𩮳
顡,𩔒𩕺𩕑𩔀
顢,颟
顣,𫖹蹙
顥,颢昊䯫
顦,憔
顨,𩕧巽
顩,顉𩖆𩕿𩒯
顪,噦
顬,颥䫱
顭,懜儚𠐿
顮,𩕽
顲,𩕴𩖋
页,頁
顶,頂
顷,頃
顸,頇
项,項
顺,順
须,須鬚
顼,頊
顽,頑
顾,顧
顿,頓飩
颀,頎
颁,頒
颂,頌悰
颃,頏
预,預
颅,顱
领,領𠈳
颇,頗
颈,頸
颉,頡
颊,頰
颋,頲
颌,頜
颍,潁
颎,熲
颏,頦
颐,頤
频,頻
颒,頮
颓,穨頽
颔,頷
颕,頴
颖,穎頴
颗,顆
题,題
颙,顒
颚,顎
颛,顓
颜,顔
额,頟額
颞,顳
颟,顢
颠,顛
颡,顙
颢,顥
颣,纇
颤,顫
颥,顬
颦,顰
颧,顴
颩,彪
颫,𩖬
颭,飐
颮,飑飆颷飈
颰,𩙥𩖮𩖣𩖽𩖼
颲,𩗦𩘃𩘛
颳,刮
颴,𬱽𩗟旋𩘶
颷,𩙪飆颮飈飇
颸,飔𩗮
颹,𬱵𠑒𩘚𩙃
颺,扬飏揚䬗
颻,飖䬙
颼,飕𩗆𩘌䬒𩘦颾
颽,𬱼𩘥
颾,𩙫颼𩙈𩘼
颿,帆𬳳䭵䬚
飀,飗飅飂𩖴𩗠
飂,瀏飀𩘷𩘸䬟
飅,飀𩖴𩗠
飇,飆飈颷
飈,飚飆颮颷飇
飉,𬲅𩙂
飊,飆
飋,𫗋䫾
飌,風凮
风,風鳳
飏,颺
飐,颭
飑,颮
飒,䬃颯
飓,颶𩗗
飔,颸
飕,颼
飖,颻
飗,飀
飘,飃飄
飙,飆
飚,飈
飝,飛
飞,飛
飠,饣𩙿食
飡,飧餐湌
飣,饤奠𦘭
飤,饲𬲦飼𩚅飼
飥,饦𩟰𪌂
飦,𫗞饘𩛧䭈
飧,飱餕餐飡喰𩚏湌䬸𩛈
飨,饗
飪,饪𩚽餁䏕𦜙𤇲㶵𤏼恁稔䭃䦦喑𩚕䏕
飬,養䄅餋
飰,飯飯
飱,飧𩛈餐
飵,𫗢𩜅
飶,𫗣馝
飷,𬲭
飸,饕
飹,飽
飺,呲㖢
飻,餮𩚸𩚺
飿,饳
餀,𦤦饚𩛴
餁,饪飪
餂,甜舔𩚣䬯
餄,饸𩚲𩛩
餈,糍茨粢𥻓𥻵𩜴䭣
餋,䄅飬
餍,饜
餎,饹
餏,饻
餑,饽𩜥𩜤𩱚
餕,馂進飧𦿉𩝘
餖,饾䬦
餗,𫗧𢐌𩞌𩞍𩞸𩱖𩱫
餙,飾
餚,肴𬳁
餛,馄䊐餫
餜,馃
餟,𬳂啜醊腏
餢,䴺
餣,𬲼
餥,饕
餦,𫗠粻
餧,喂𫗪餒餵
餩,餩
餩,餩
餪,𫗬𩞪
餫,𫗥餛
餭,𫗮䊗𩞩䊣
餯,𩛾
餰,𬳆𩛧䭈𩜾𩱃𩱡𩱤饘
餱,糇𫗯𩛫𩝍
餲,䬵𩟮
餳,饧𩛿餹糖糃
餴,饙𩝂
餵,喂𫗭餒餧
餶,馉
餷,馇
餸,𩠌
餹,糖𬳍餳饄
餺,馎䬪𩞽𩟛𪍡䭦𪎄
餻,糕
餼,饩气氣𦞝䊠䬣𩚤𩛹䊠
餿,馊溲𩜯
饀,𬳊餡𩛽饕𪌼
饁,馌𩝉
饃,馍饝𩞁𩟠糢
饄,餹糖
饆,𪍪
饇,飫
饈,馐羞䐰𦟤
饊,馓糤𩟴
饍,膳
饎,喜熺熾糦𩛉𩜂𩜮𩞡𩟄𩝮
饏,䭛澉
饓,𩞦
饔,雍𩛛𩝹𩟀𩟷𩞠
饘,𫗴𢐹䊕𥼷飦䬤𩛻餰𩱯䭈
饙,𩚰𩝀餴𩝂𩝼𩞳𩞴𩞑
饚,𩞖餀
饛,𥁚𥁶䀄𩝬
饜,餍厭𤹍𤻩𤼛𩩶𩪴𩞚𩞹𤞣
饝,馍饃𩞁
饞,馋毚嚵𦧻𩝎𩟖
饟,饷𫗵餉攘鑜𩝾𩞥
饠,𫗩𥽺𪎆
饡,𩛻䬤𩟌𩟪
饢,馕𩟻𩛡
饣,飠食
饤,飣
饥,飢饑
饦,飥
饧,餳
饨,飩
饩,餼
饪,飪餁
饫,飫
饬,飭
饭,飯
饮,㱃飲
饯,餞
饰,飾
饱,飽
饲,飤飼
饳,飿
饴,飴
饵,餌
饶,饒
饷,餉饟
饸,餄
饹,餎
饺,餃
饻,餏
饼,餅
饽,餑
饾,餖
饿,餓
馀,余
馁,餒
馂,餕
馃,餜
馄,餛
馅,餡
馆,舘館
馇,餷
馈,餽饋
馉,餶
馊,餿
馋,饞
馌,饁
馍,饃饝
馎,餺
馏,餾
馐,饈
馑,饉
馒,饅
馓,饊
馔,籑饌
馕,饢
馚,馩芬
馛,𥣣䭱
馝,苾飶䭱
馞,䭯𩡒馟
馟,馞
馠,𩠻
馢,𣝕
馣,䅖
馤,𩡔𩡚𩡤
馦,㽐
馧,蒕馧
馧,馧
馩,𬳟馚
馫,馨
馯,𫘛駻
馰,駒
馱,驮䭾軑他佗𨈷駄駝
馲,𤜤𩢵驝𩧐𧲢𩢐
馵,𩢓
馹,驲𨖹𩡲
馺,𢕬𩣞
馽,縶𩡳𩢏
馾,𩣤
馿,驢𩢉
駂,𩡰𩡵𩢈鴇駂𩣎
駂,駂
駃,𫘝快
駉,𬳶䮐駫
駊,𫘟𩢘
駍,𬳴軯
駎,𩧨驟
駏,𤝙
駓,𬳵䮆𩣚
駔,驵徂𪓐組阻怚且
駗,𩢜
駙,驸輔附𩢇䮛
駚,𩧫
駜,䮡
駞,驼𫘞駝
駠,騮駵𩢞
駡,骂罵傌䧞嗎𠺎𩡿
駣,𩣛
駤,𫘠騺
駥,𩤭
駦,騰
駧,𩧲騆
駨,駽
駩,𩧴騡
駪,𬳽𩣂
駫,𫘡駉
駰,骃
駴,駭
駵,騮驑駠
駶,𩧺
駷,摗䮟
駹,𩤴
駺,𬴀
駼,𬳿𪊸
駽,𩢺駨
駾,駾
駾,駾
騀,𩣨𩣣𩭝
騂,骍𤙡𤛫𩤑𩥍
騃,呆𫘤𤶗
騄,𫘧
騆,駧
騇,𤙱
騈,駢𩡼䮁𩢝𩤳
騉,𫘥
騊,𫘦
騌,鬃骔騣
騍,骒
騐,验驗験
騑,𬴂𩥰𩦎
騔,𩨀𩢛𩦞
騕,𩡻
騖,骛鶩𩤝𩥎𩥦
騗,騙
騘,驄
騚,𩨊
騜,𫘩𩥧䮲
騝,𩨃
騞,𬴃𩥟𩦐
騟,𩨈
騠,𫘨𩤢
騡,駩
騣,鬃鍐鬉𩮀騌𩦲
騤,骙𩦟
騧,䯄蝸𩢍𩦣
騩,𩥢
騪,𩨄搜䮟
騬,𩦆䮪
騭,骘陟隲𨽥
騮,骝𩤷駠𩣒駵𩥖驑𤠑𩥺
騯,𬴅𩤐
騱,𫘬𩤻
騳,𩥋
騴,𫘫
騵,𫘪
騶,驺菆驟趨𩤍𩣿
騸,骟𠞛扇𩦐
騹,𬴆𩥕騏
騺,駤驇
騻,𫘭驦
騼,𫠋
驁,骜傲䮯
驄,骢𩣢𩣭騘
驆,蹕
驇,騺
驈,䮇
驉,𤡣
驊,骅𩤉𩦰𦽊𧄋𧄪
驋,𩧯
驌,骕𩥶
驎,𬴊䮼
驏,骣
驐,鐓鐜
驑,騮駵
驒,騨
驓,𫘯蹭
驔,𩧤
驖,𬴋臷𩥏𩥳𩦷𩧀𢧜
驘,骡騾𦝠𩦻𩧣
驙,𫘰𩥇
驝,馲𩧐
驞,𩦿
驣,騰
驦,骦騻
驧,𩣽𩧛
驨,𫘱𩧎
马,馬
驭,馭
驮,䭾馱汏𡚻
驯,馴
驰,馳
驱,敺駈驅
驲,馹
驳,駁駮㧫
驴,驢
驵,駔
驶,駛
驷,駟
驸,駙
驹,駒
驺,騶
驻,駐
驼,駝駞
驽,駑
驾,駕
驿,驛
骀,駘
骁,驍
骂,傌罵駡
骃,駰
骄,驕
骅,驊
骆,駱
骇,駭
骈,駢
骉,驫
骊,驪
骋,騁
验,騐驗
骍,騂
骎,駸
骏,駿
骐,騏
骑,騎
骒,騍
骓,騅
骔,騌
骕,驌
骖,驂
骗,騙
骘,騭
骙,騤
骚,騷臊掃
骛,騖
骜,驁
骝,騮
骞,騫
骟,騸
骠,驃
骡,騾驘
骢,驄
骣,驏
骤,驟
骥,驥
骦,驦
骧,驤
骩,骫骪
骪,𩨖骫骩
骫,骩骪𩨖
骬,𩨗
骮,𢎀䯆
骯,肮𩨺
骱,𩨢𩨪𩨧𩨦𩨶
骲,𩪛
骴,脊𣧨㱴𩨨𩨱髊𣨁胔
骵,體体躰軆
骶,胝𩨤
骹,校跤踍𨃤𩨟髇
骺,𩩵𩩽
骻,胯𡱼
骽,腿
骾,鲠鯁𩩹𦛟
骿,胼駢
髁,踝𡱼
髂,骼𦝣𨂥䯊𩩱
髃,腢
髅,髏
髆,拍胉䯙
髇,骹𩩉髐
髈,膀
髊,骴𩪒𩪳
髋,髖
髌,髕
髍,䯢𩪮𤼑
髎,𩪚
髐,髇
髒,脏𩪝𩦦
髕,髌臏𩪯
髖,髋臗𦢮
髗,顱鸕
髙,高
髚,𠿕
髠,髡
髡,髠𡧉𨱤䪲髨𩬌𩭋
髤,𨋰䰍髹𩭘
髥,髯𣬭
髧,𠆶
髨,髡
髩,𩬆鬢鬂
髬,䯱𩬴𩯃
髰,剃鬄
髲,𩬈𣬮
髳,髦䟥䰆𨱨𩭾
髵,而
髶,𩮙
髸,𩬰
髹,髤䰍𥿴𩭘
髺,𩬁䯺鬠
髼,𩭉鬅鬔
髽,𩭃𩮢
髿,䯯
鬀,剃
鬂,鬢髩
鬃,騌騣鬉從𣮤𥪗𨲃
鬄,錫剔剃髢髰𩬲
鬅,髼
鬇,𨲌𩫿𩬓𩬒𩯎𩯩𩰅
鬈,𨲏𩭨
鬉,鬃𨲃𨲇𨲔𩯣騣𩭤
鬊,巛𩭱𩯐𩮦
鬋,翦剪𩮣
鬌,堕𨲉𨲕𩭦𩯚
鬍,胡𣬣
鬐,𨲘䰇𩥂鰭
鬒,縝㐱鬒
鬒,鬒
鬓,鬢
鬔,髼
鬖,𩭹𩯑𩯟
鬛,鬣
鬜,鬝顅䫘𩭠𩮁
鬝,鬜
鬞,𬴩𣰊𩯾
鬠,𫘽䯤髺
鬡,𨲸鬤
鬤,鬡𣰶𨳃
鬦,斗鬥鬭闘鬪
鬫,闞
鬬,𩰚鬥鬭
鬭,斗𩰚鬥𧯞閗𨴜闘𨶜𨷵鬦𩰑𩰒鬪𩰖鬬
鬰,郁鬱
鬴,釜鬲𩱉
鬵,𩱕鐕𩱠𢑋𩰿𩱩
鬶,鬹
鬷,𩰷𩰼𩰽𩱅𩱛
鬸,餾
鬹,鬶
鬺,湘觴𩰱𩱐𩱀𩱑䵼
鬽,魅𢑛𤲄祙𩲈𩱿𩲐𩲑𩲿
鬾,𩳣魃
鬿,魁
魀,尬
魇,魘
魈,𤢖
魉,魎
魊,䰥𩳠
魋,堆椎
魌,䫏
魐,尲尷
魓,畢
魕,𩴪
魖,𥛳𧴆𩴛
魗,丑𣀓𣤫𩳺醜
魙,𩴕
魛,鱽魝
魜,𬶁
魝,𬶀魛𠟮
魟,𫚉䱋䰸
魠,鮓
魡,𬶄𦉹釣
魢,鱾𩵗
魣,𩵾鱮
魤,𩵏𩵡
魥,𩽹
魦,𫚌𩵮𩸌𩺳鯊鮻
魧,蚢𩵸貥
魨,鲀
魩,魮鮄鮅𧒀𩶆
魪,𬶇䰺䱄
魫,𩵫𩵨
魭,𩵶黿輐
魮,𩹻魩
魱,𩵯鱯𩵷
魲,鱸
魳,鰤
魵,𫚍𩸂
魶,鰨𩹾
魷,鱿
魸,鯰
魺,鲄
魼,鱋鰈
魽,𫠐蚶𩼉
魾,𩶨鮃
魿,鱗
鮀,𬶍𩵔䰿𩷿𩸻
鮁,鲅𩵼䰾鱍
鮄,𫚒魩
鮅,𫚑𩺷魩
鮆,𫚖啙𩶆鱭
鮇,寐𥧙
鮈,𬶋
鮉,鯛
鮊,鲌𩸊𩹏
鮋,鲉鯈
鮌,鯀
鮍,鲏𩸉
鮏,鯹
鮐,鲐胎台
鮕,𩾀
鮘,𬶌
鮙,鰨
鮚,鲒𩷻
鮛,䱙
鮜,鲘
鮝,鲞鰧鯗𩺁鱶
鮞,鲕𩶫
鮡,𬶐𩹣𩸼
鮣,䲟
鮤,𫚓𩶽𩹒
鮥,𩹿
鮦,鲖𩻡䱰
鮧,鮷鯷
鮩,𩹁
鮬,𩶮
鮯,𫚗
鮰,𫚔𩶠
鮳,鲓
鮵,𫚛
鮶,鲪
鮷,𬶕鮧鯷
鮸,𩾃𩸃䲄鰵
